# id cna
36472 3
36132 0
36137 0
36466 0
36489 2
36490 0
36492 2
36493 3
36136 0
36127 2
43824 0
43080 0
36143 0
36491 2
36134 0
36135 0
36141 0
36486 0
36506 0
36507 0
36510 0
43137 0
683 0
684 0
710 0
713 0
1285 0
712 0
1282 0
1319 0
1347 0
1348 0
1349 0
35977 0
1368 0
2113 0
2114 0
2116 0
36119 0
36122 0
36123 0
36131 0
43942 0
36130 0
36128 0
36129 0
43187 0
43821 0
43882 0
43883 2
43940 0
43136 0
43135 0
43188 0
43757 0
43758 0
43820 0
43823 0
16900 0
16901 0
16927 0
16928 0
16929 0
17190 0
17218 0
16681 0
16694 0
39179 0
39762 2
39802 3
39803 0
39178 0
39850 3
17216 0
17234 0
17583 0
16945 0
17215 0
17235 0
17237 0
39078 0
39134 0
38491 0
38441 0
38442 0
39128 0
39131 0
39132 0
39133 0
39176 0
38486 0
38487 2
39169 0
39172 0
39173 2
39174 0
39175 0
39208 2
38525 0
38526 0
39205 0
39231 0
17580 0
17581 0
17597 0
37655 0
17232 0
17236 0
17247 0
17601 0
38381 0
38382 0
37656 0
38383 3
38439 0
17594 0
17596 0
17599 0
17606 0
17984 0
17987 0
17246 0
17598 0
17604 0
17607 0
37601 0
37602 0
37654 0
17992 0
18401 0
18419 0
18420 0
17995 0
17605 0
17994 0
17997 0
17998 0
17999 0
18000 0
18003 0
18421 0
36416 0
36418 0
36445 0
36892 0
36895 0
36939 0
36415 0
36417 0
36439 0
36482 0
36485 0
36487 0
36481 0
304 0
320 0
18418 0
18422 0
18883 0
733 3
755 3
18002 0
753 0
754 0
36094 0
36110 0
36384 0
36414 0
36383 0
36385 0
36107 0
36118 0
36108 0
36121 0
36411 0
36438 0
36442 0
36109 0
36115 0
36117 0
36120 3
36435 3
43185 0
36124 0
36125 0
36458 0
43129 0
43133 0
43184 0
43186 0
17532 0
17191 0
17193 0
17195 0
17220 0
17530 0
17564 0
17565 0
39714 0
39764 0
40316 0
40317 0
17944 0
17219 0
17561 0
17562 0
17563 0
17586 0
17587 0
17973 0
39023 0
39079 0
39713 0
39761 0
17966 0
17969 0
17971 0
17972 0
17585 0
17584 0
17970 0
17991 0
38323 0
38966 0
39022 0
39077 0
17600 0
18001 0
17988 0
17989 0
17990 0
18413 0
18416 0
38208 0
37544 0
37545 0
38264 0
38322 0
18425 0
18426 0
18427 0
18428 0
18429 0
18891 0
36850 0
37485 0
36848 0
18430 0
37484 0
37487 0
36849 0
36891 0
36894 0
37486 0
18887 0
18888 0
18898 0
18901 0
19379 0
19380 0
18433 0
36348 0
18434 0
18436 0
18435 0
18899 0
18902 3
18903 0
36351 0
36386 0
36801 0
36802 0
36803 0
36347 0
36380 0
36382 0
36413 0
36798 0
36844 0
36846 0
36847 0
36407 3
36113 0
36434 3
36112 0
36427 0
36453 0
36457 0
17871 0
17909 0
17912 0
17914 0
17915 0
18334 0
17534 0
17913 0
17916 0
40272 0
40712 0
40755 0
40756 0
40753 0
17946 0
17947 0
18331 0
18369 0
18372 0
17948 0
17945 0
39660 0
39662 0
39663 0
40226 0
18815 0
18850 0
18854 0
18370 0
18395 0
18396 0
18397 0
18398 0
18851 0
39565 0
39613 0
38968 0
39611 0
18852 0
18417 0
18875 0
18878 0
18879 0
38155 0
38915 0
38916 0
19349 0
19371 0
18894 0
18895 0
18896 0
37372 0
37429 0
38154 0
38207 0
19372 0
19859 0
36701 0
19368 0
19383 0
19384 0
19385 0
37428 0
18904 0
36749 0
36751 0
36753 0
37369 0
36428 0
36425 0
18290 2
18295 0
18335 0
18337 0
18338 0
18779 0
18782 0
40672 0
40714 0
18780 0
18818 0
18821 0
18336 0
18819 0
18822 0
40138 0
40181 0
18824 0
18371 0
40671 0
18820 0
18853 0
19290 0
19291 0
19326 0
19325 0
18823 0
18855 0
18856 0
39520 0
40137 0
19323 0
19324 0
19351 0
19352 0
19811 0
19842 0
19354 0
18880 0
38866 0
38867 0
39519 0
19353 0
19373 0
19839 0
19864 0
19843 0
38052 0
38098 0
38099 0
38101 0
38102 0
19863 0
19876 0
20365 0
37318 0
38050 0
37315 0
37316 0
37317 0
37371 0
19198 0
19201 0
19203 0
18781 0
41087 0
18733 0
18784 0
19202 0
19253 0
41054 0
41086 0
18736 0
19249 0
19731 0
19250 0
19295 0
18783 0
41053 0
19293 0
19254 0
40595 0
40598 0
40634 0
40635 0
40597 0
19775 0
19778 0
19779 0
19814 0
19816 0
40057 0
19294 0
19328 0
40055 0
40096 0
40097 0
40560 0
19327 0
19815 0
19844 0
20281 0
20284 0
20321 0
39433 0
39475 0
20285 0
40019 0
38818 0
20318 0
20319 0
20320 0
20347 0
38729 0
38772 0
38051 0
20345 0
20346 0
20344 0
37955 0
20796 0
37269 0
37958 0
38001 0
38002 0
38003 0
38728 0
20799 0
20817 0
37999 0
38049 0
19204 0
19679 0
19681 0
19623 0
19683 0
20144 0
19684 0
19618 0
19205 0
19206 0
19255 0
41367 0
41369 0
41397 0
41641 0
41176 0
41471 0
41138 0
19734 0
19735 0
19736 0
20200 0
41341 0
40988 0
40989 0
41021 0
19780 0
20246 0
20247 0
40528 0
40529 0
40562 0
20694 0
20697 0
40559 0
40561 0
20286 0
20287 0
20735 0
20738 0
39980 0
39984 0
40017 0
40018 0
40020 0
39983 0
20769 0
20772 0
38727 0
39353 0
39390 0
39392 0
39393 0
39394 0
37957 0
38682 0
38683 0
38685 0
38686 0
20147 0
20148 0
20149 0
41618 0
41619 0
20596 0
20087 0
41620 0
41435 0
41436 0
41469 0
20201 0
20648 0
20651 0
40962 0
41314 0
41317 0
41318 0
40498 0
40932 0
40935 0
40960 0
40961 0
39982 0
40466 0
40495 0
40497 0
21144 0
39946 0
39947 0
39948 0
39916 0
39351 0
38642 0
38645 0
39313 0
39352 0
39315 0
20537 0
20599 0
21013 0
41598 0
41600 0
41810 0
41827 0
20598 0
41650 0
41849 0
41851 0
41645 0
41648 0
41649 0
41671 0
41673 2
41674 0
41646 0
41670 0
15604 0
41433 0
41668 0
41669 0
41693 0
41695 0
41696 2
15649 0
15646 0
21061 0
21010 0
41295 0
41316 0
41579 0
41581 0
41599 0
41578 0
41375 0
41405 0
41647 0
41404 0
41399 0
41401 0
41293 0
41273 0
40934 0
41269 0
41274 0
41027 0
40907 0
40465 0
40880 0
40905 0
40906 0
39911 0
39912 0
39945 0
40433 0
40434 0
39913 0
39281 2
39909 0
39277 0
39312 0
39314 0
39878 0
39910 0
39278 0
20957 0
41795 0
41797 0
41798 0
41812 0
41942 0
41946 0
41954 0
41799 0
41786 0
41794 2
41804 2
41949 2
41950 2
41960 0
16187 0
41803 2
41814 0
41817 0
41832 0
41835 0
16186 0
15948 0
15949 0
15952 0
15997 0
41626 0
41627 0
41829 0
41830 0
41831 0
41834 0
16042 0
41848 0
15998 0
16043 0
41623 0
41561 0
41564 3
41781 0
41792 0
41796 0
41789 0
41801 0
41800 0
16189 0
16205 0
15956 0
16000 0
41604 0
16002 0
16004 0
15999 0
16003 0
16044 0
16045 0
41372 0
41622 0
41644 0
16046 0
15553 0
15552 0
15608 0
15609 0
16069 0
41251 0
41267 0
41268 0
41270 0
41271 2
41555 0
41558 0
41559 0
41250 0
41601 0
41296 0
41297 0
41299 0
41320 0
16007 0
16047 0
40966 0
41319 0
41343 0
40967 0
15556 0
15612 0
15613 0
16048 0
16070 0
40996 3
41022 0
41024 0
41370 0
40992 0
40876 0
40877 0
40878 0
40881 0
41246 0
41264 0
40915 0
40917 0
40912 0
40937 0
40938 0
40940 0
40943 0
40939 0
40993 0
40506 0
40532 0
40534 0
40537 0
40936 0
40964 0
40994 0
40502 0
16071 0
16072 0
40533 0
40564 0
40565 0
40566 0
40568 2
40569 2
40991 0
40879 0
40406 0
40429 0
40432 0
40859 0
40875 0
40428 0
39883 0
40410 0
40431 0
40422 0
40427 0
40872 0
40476 0
40477 0
40500 0
40501 0
40503 0
40531 0
40535 0
40499 0
16073 0
16075 0
40024 3
40025 0
40530 0
7621 0
39874 0
39876 0
39877 0
39879 0
40403 0
40405 0
39871 0
39875 0
40425 0
39989 0
39985 0
39988 0
39986 0
16114 0
16137 0
16225 0
16226 0
41935 0
41936 0
41941 0
41943 0
41933 0
41945 0
41944 0
16140 0
41940 0
15902 0
16188 0
15950 0
41777 0
41779 0
41780 0
41782 0
41783 0
41934 0
41770 0
41776 0
41790 0
16164 2
16167 0
41775 0
41778 2
41787 0
41788 0
41791 0
16144 0
15903 0
15907 0
16163 2
16166 0
16190 0
16191 2
15906 0
15951 0
15953 0
15954 0
15957 0
16001 0
6409 0
41539 0
41540 0
41541 0
41542 0
41557 0
41248 0
41262 2
41550 0
41551 0
41552 0
41553 0
41556 0
41569 0
41549 3
16170 0
16192 0
16193 0
41278 0
41279 0
41565 0
41566 0
41568 2
16169 0
15914 0
15960 0
15961 0
16206 0
16207 0
16006 0
16008 0
15557 0
6411 0
6414 0
41236 0
41244 0
41245 0
41247 0
40860 0
40874 0
40873 0
40893 2
41240 0
41241 0
41242 0
41259 0
41260 2
41263 0
41256 0
41243 0
16194 0
40892 0
41255 0
41257 2
41276 0
40888 0
16195 0
40914 0
41275 0
40910 0
16049 0
16011 0
16015 0
40407 0
7022 0
7087 0
7090 0
40858 0
7153 0
40404 0
40424 0
40867 0
40868 0
40869 0
40870 0
40871 0
40423 0
40448 0
40865 0
40886 0
40887 0
40889 0
40890 2
16198 0
16209 0
16210 0
16211 0
40443 0
40447 0
40473 0
40885 0
40911 0
16016 0
16019 0
16053 0
16056 0
40469 0
40472 0
16055 0
16074 0
7678 0
7679 0
7681 0
7682 0
7154 0
7738 0
7739 0
7740 0
7794 0
39872 0
40400 0
40401 0
40402 0
40421 0
39897 0
40415 0
40417 0
40418 0
40419 0
40445 0
39893 0
39892 0
39921 0
40441 0
40442 0
40470 0
40440 0
16023 0
16059 0
39920 0
39951 0
39953 0
39954 0
16057 0
16058 0
16076 0
16078 0
39950 0
15629 0
16099 0
16104 0
16115 0
16116 0
16118 0
16117 0
16222 0
15823 0
16138 0
16227 0
4909 0
4911 0
5680 0
16119 0
16122 0
16228 0
16229 0
16145 0
16124 0
16103 0
16165 0
15797 0
15826 0
15827 0
16121 0
16139 0
16141 0
16142 0
16143 0
15862 0
15863 0
5681 0
5682 0
5685 0
5750 0
16230 0
41538 0
16174 0
15830 0
16146 0
16147 0
16148 0
16149 0
16152 0
16171 0
16123 0
16168 0
15834 0
15866 0
15867 0
15870 0
15911 0
16172 0
5752 0
6410 0
6476 0
5813 0
6475 0
6478 0
6538 0
16151 0
16175 0
41239 0
15871 0
16176 0
16178 0
6539 0
6540 0
6543 0
7150 0
7210 0
40866 0
7266 0
16179 0
16180 0
16181 0
16182 0
16199 0
16201 0
40864 0
15923 0
16200 0
40420 0
7267 0
7268 0
7271 0
7844 0
16202 0
40414 0
40416 0
40444 0
15926 0
15930 0
15977 0
16203 0
16212 0
16213 0
16214 0
7882 0
16027 0
15980 0
16024 0
16060 0
16102 0
3308 0
15768 0
15769 0
15770 0
15771 0
15772 0
15794 0
15773 0
4113 0
4114 0
15222 0
16120 0
4115 0
4118 0
4183 0
15775 0
15774 0
15249 0
15795 0
15796 0
15798 0
15799 0
4188 0
4978 0
4980 0
4977 0
16150 0
15801 0
4981 0
5042 0
5044 0
15256 0
15800 0
15802 0
15803 0
15831 0
5043 0
15832 0
15833 0
5047 0
5751 0
5815 0
5816 0
5872 0
15835 0
5873 0
15298 3
15836 0
15837 0
15838 0
15875 0
5820 0
5875 0
5874 0
5877 0
6596 0
6597 0
15876 0
15879 0
15880 0
15882 0
15341 0
15344 0
15877 0
15924 0
6648 0
6649 0
6652 0
7316 0
6651 0
6692 0
7317 0
15348 0
15401 0
15881 0
15927 0
15929 0
15398 0
15399 0
2490 0
15201 0
2555 0
2557 0
3376 0
3377 0
15202 0
15203 0
15219 0
3307 0
14512 0
15220 0
3312 0
3378 0
3379 0
3380 0
3381 0
3441 0
3443 0
4184 0
2560 0
14530 0
15223 0
14533 0
15221 0
15224 0
15225 0
15226 0
15250 0
4246 0
4249 0
3446 0
4247 0
4248 0
4305 0
4306 0
4307 0
14537 0
15253 0
4252 0
14561 0
14564 0
14567 0
4309 0
5045 0
5101 0
5102 0
5103 0
5155 0
14569 0
15257 0
15258 0
15293 0
15295 0
15296 0
14608 0
14605 0
14606 0
14607 0
5106 0
5928 0
5158 0
5206 0
5926 0
5927 0
15297 0
14611 0
14655 0
14656 0
15342 0
15343 0
15345 0
5931 0
5974 0
5977 0
6650 0
5976 0
6690 0
6691 0
14658 0
14659 0
15346 0
15347 0
14657 0
14662 0
14713 0
14714 0
14716 0
1769 0
1827 0
1830 0
2556 0
2620 0
14509 0
2622 0
1768 0
1828 0
13764 0
13773 0
13776 0
14507 0
14510 0
14511 0
13772 0
13026 0
1773 0
1831 0
2559 0
2623 0
2624 0
2626 3
2621 0
2680 0
2683 0
3442 0
3501 0
13779 0
14531 0
14534 0
14535 0
13798 0
13799 0
2684 0
3502 0
3503 0
3506 0
3555 0
3557 0
4359 0
13802 0
13805 0
13831 0
13835 0
14536 0
14565 0
3558 0
3605 0
4360 0
4361 0
4409 0
14566 0
14568 0
13836 0
13837 0
13838 0
13875 0
13876 0
13840 0
5204 0
4452 0
5205 0
5209 0
5248 0
13878 0
13879 0
13880 0
13882 0
14609 0
14610 0
13138 0
13185 0
13877 0
13925 0
13926 0
6010 0
5249 0
5253 0
5975 0
6009 0
6011 0
13985 0
14660 0
6030 0
13881 0
13929 0
13930 0
13931 0
13932 0
13241 0
13983 0
1764 2
16324 0
16325 0
16326 0
16430 0
16431 0
16327 0
16448 0
13016 0
1886 0
13027 0
13763 0
13777 0
16329 0
16336 0
16337 0
12284 0
12286 0
13028 0
13029 0
1829 0
1136 0
1832 0
1833 0
1834 0
1889 0
1183 0
1887 0
1888 0
1891 0
1940 0
1943 0
2679 0
2735 0
13031 0
12293 0
13778 0
1942 0
13032 0
13033 0
13034 0
13054 0
2737 0
2736 0
2740 0
2785 0
13055 0
13058 0
13059 0
13803 0
13804 0
13061 0
2787 0
2790 0
3556 0
3604 0
3606 0
3608 0
3650 0
3649 0
12354 0
13060 0
13092 0
13093 0
13095 0
13839 0
12357 0
3651 0
3654 0
4453 0
4454 0
4455 0
4489 0
13094 0
13097 0
13135 0
4490 0
12361 0
12402 0
13136 0
13137 0
13139 0
4456 0
4491 0
5277 0
13141 0
13186 0
13142 0
4494 0
4515 0
5279 0
12405 0
13189 0
13140 0
5278 0
13190 0
12453 0
4502 0
4518 0
4517 0
25121 0
25164 0
25166 0
25744 0
25793 0
45275 0
25747 0
5290 0
24531 0
25119 0
25120 0
45217 0
45277 3
45890 0
45216 0
5286 0
4501 0
4505 0
4506 0
4507 0
26365 0
26366 0
26367 0
26370 0
25794 0
25696 0
25746 0
25748 0
25749 0
26314 0
26364 0
26368 0
25122 0
25020 0
25069 0
25070 0
25071 0
25694 0
4510 0
5268 0
27528 0
5289 0
26912 0
26916 0
26917 0
26963 0
26964 0
26966 0
27527 0
26316 0
26319 0
26320 0
26915 0
5236 0
4483 0
5272 0
5274 0
27489 0
28018 0
28019 0
28020 0
28022 0
5275 0
28021 0
26918 0
26921 0
27432 0
27484 0
27486 0
27487 0
26863 0
4402 0
4404 0
5196 0
5243 0
5198 0
5240 0
5241 0
5242 0
5276 0
28509 0
27973 0
28023 0
28464 0
28465 0
28466 0
28507 0
28508 0
4405 0
4451 0
5197 0
5202 0
5203 0
5199 0
5246 0
5247 0
5244 0
5245 0
28895 0
28897 0
28900 0
28853 0
28899 0
28470 0
28852 0
28898 0
2918 0
3728 0
3730 0
44670 0
44614 0
3724 0
3729 0
44555 0
44613 0
44615 0
45332 0
45276 0
45331 0
44552 0
45212 0
45270 0
45271 0
45273 0
45274 0
45939 0
44550 0
45887 0
2920 0
2921 0
3705 0
3709 0
3731 0
3732 0
3733 0
26960 0
26362 0
45328 0
45329 0
26363 0
25745 0
26311 0
45330 0
45984 0
45987 0
25693 0
45269 0
45272 0
45327 0
45934 0
45935 0
45937 0
45938 0
45983 0
26962 0
4509 0
26908 0
26913 0
26914 0
26961 0
27477 0
27479 0
27480 0
45383 0
26257 0
26261 0
26312 0
26313 0
26315 0
26854 0
26858 0
26911 0
45985 0
26799 0
26258 0
25588 0
25640 0
25642 0
26259 0
45936 0
45986 0
46519 0
46522 0
2827 0
3596 3
3643 0
3684 0
3686 0
27485 0
3716 3
4512 0
28015 3
28016 0
28017 0
27483 0
27481 0
27428 0
27429 0
27433 0
27482 0
27964 0
27424 0
26859 0
27427 0
26803 0
26857 0
46520 0
26150 0
26203 0
26205 0
26801 0
26202 0
3600 0
3601 0
3646 0
3648 0
4403 0
4448 0
54914 0
4450 0
4487 0
3647 0
3687 0
4445 0
4486 0
4488 0
28462 0
28891 0
28892 0
27969 0
28460 0
28461 0
28463 0
28505 0
28506 2
27966 2
28458 0
28459 0
27908 0
27911 0
27913 0
27967 0
27909 0
27373 0
54948 0
55178 0
28933 0
54888 2
54891 0
54907 0
28850 2
54903 2
28893 2
28409 0
28410 0
28414 0
28805 0
28849 0
28851 0
28894 0
29198 0
29163 0
28408 0
2117 0
2118 0
2122 0
2916 0
2919 0
43941 0
43822 0
43881 0
43884 0
43939 2
44610 0
44611 0
44612 0
44668 0
43885 0
43819 0
44549 0
44551 0
43817 0
2101 0
2892 3
2922 0
44665 0
2123 0
44669 0
44719 0
44720 0
45379 0
45428 0
45430 0
45381 0
45382 0
2067 0
2070 0
2899 0
2105 0
2896 0
2897 0
2924 0
2925 0
2926 0
2901 0
2923 2
26909 0
27476 0
45427 0
45429 0
45468 0
46071 0
26855 0
46070 0
26910 0
45380 0
46028 0
46030 0
46031 0
45980 0
45931 3
45981 0
45982 0
46560 0
2825 0
2826 0
54597 0
54599 0
54640 0
54559 0
2075 0
2863 0
2865 0
2866 2
2867 0
2868 0
54535 0
54557 0
28014 0
28457 0
2902 0
2903 0
2900 0
3717 0
28013 0
28455 0
28504 0
54532 0
27478 0
28012 0
27372 0
27425 0
27426 0
27959 0
27960 0
27423 0
27958 0
27368 0
26800 0
26856 0
27367 0
46026 0
46029 0
46069 0
46594 0
46595 0
46555 0
26744 0
46557 0
46558 0
46559 0
46593 0
47036 0
2828 0
2829 0
54595 0
54598 0
54636 0
54637 0
54913 0
54946 0
3685 0
54552 0
54553 0
54554 0
54555 0
54556 0
54892 0
54893 0
54912 0
54886 0
27965 0
28454 0
28406 0
28456 0
54529 0
54531 0
28405 0
28847 0
54530 0
27904 0
27962 0
27963 0
28403 0
27856 0
27906 0
27907 0
27910 0
28352 0
28402 0
27855 0
27903 0
26748 0
27313 0
27315 0
27316 0
27318 0
27369 0
27370 0
27851 0
27854 3
26694 0
26695 0
26745 0
27264 3
46592 0
47034 0
47063 0
28803 0
28848 0
28806 0
28407 0
28802 0
54528 0
54889 0
28360 0
28404 3
28310 0
28354 0
28355 0
28356 0
28357 2
27853 0
27800 0
27219 0
324 0
323 0
719 0
760 0
756 0
1355 0
1369 0
1371 0
36091 0
36093 0
2121 0
35973 0
35974 0
35975 0
35976 0
36103 0
36106 0
43934 0
43938 0
43988 0
36114 0
43875 0
43878 0
43879 0
43937 0
43229 0
43813 0
43816 0
43874 0
723 0
728 0
748 0
747 0
761 0
1335 0
1362 0
765 0
2100 0
2125 0
1359 0
1364 0
1372 0
1373 0
2124 0
2126 0
44026 0
43986 0
43987 0
44715 0
44718 0
44759 0
35972 0
43936 3
1302 0
1303 0
1306 0
1338 0
1340 0
54205 0
54158 0
2109 0
1363 0
1339 0
1365 0
1366 0
2071 0
2107 0
54110 2
54112 0
54156 0
54157 0
750 0
54113 0
1367 0
1374 0
2104 0
2108 0
2127 0
2128 2
44760 0
54082 0
54081 0
44761 0
45425 0
45426 0
45463 0
45466 0
2074 0
54154 0
54155 0
54200 0
54202 0
54203 0
54204 0
54600 0
54109 0
54111 2
54152 0
54534 0
54558 0
54560 0
27961 0
54076 0
54077 0
54078 0
54079 0
54108 0
54522 0
54523 0
54533 0
54075 0
46103 0
45467 0
45465 0
45464 0
46067 0
46097 0
46100 0
46101 0
46102 0
46068 0
46628 0
46063 0
46065 0
46590 0
46553 0
54596 0
54148 0
54151 0
54073 0
54074 0
54104 3
27905 0
46099 0
27852 0
28401 0
46650 0
54072 0
28351 0
27314 0
27850 0
46064 0
46621 0
46623 0
46624 0
46625 0
46626 0
46627 0
46649 0
46554 0
46586 0
46587 0
46588 0
46589 0
46591 0
47030 0
47060 0
47062 0
28801 0
28305 0
28306 0
28353 0
46648 0
27755 0
27801 0
27802 0
28304 0
46622 0
47086 0
47099 0
27220 0
47056 0
47058 0
47059 0
47061 0
47085 0
47083 0
322 0
335 0
18900 0
19376 0
19386 0
19387 0
19381 0
19388 0
36350 0
742 0
333 0
334 2
340 0
758 2
18905 0
36050 0
36051 0
36073 0
36309 0
36313 0
36349 0
36074 0
36049 0
36067 0
36069 0
36071 0
36072 0
36090 0
36345 0
36346 0
36379 0
36070 0
36085 0
36086 0
36087 0
36088 0
36089 0
36092 0
36102 0
36105 0
36083 0
36098 0
36099 0
36100 0
36101 0
43226 0
43228 0
43871 0
43933 0
36084 0
36111 0
43180 0
43182 0
43183 0
43227 0
745 0
336 0
326 0
327 0
330 0
337 0
339 0
749 0
53674 0
19877 0
746 0
338 0
341 0
762 0
763 0
764 0
36047 0
36048 0
53571 0
53619 0
53620 0
759 0
35965 0
35966 0
35969 0
35970 0
36044 0
44025 0
53570 0
35967 0
35968 0
36063 0
36082 0
43981 0
43984 0
43985 0
44024 0
36079 0
43926 0
751 0
727 0
53670 0
53672 0
53673 0
53675 0
53724 0
53621 0
53568 0
53614 0
53615 0
53616 0
53617 0
53618 0
35963 0
44756 0
53564 0
53566 0
53567 0
53569 0
54083 0
44023 0
44752 0
44754 0
44757 0
54080 0
53008 0
53560 0
53561 0
53562 0
53563 0
53565 0
53559 0
44753 0
45457 0
45458 0
45459 0
45460 0
45461 0
46096 0
45414 0
46059 0
53556 0
53005 0
46098 0
46093 0
46094 0
46095 0
46647 0
52968 0
53555 0
53558 0
46092 0
46089 0
46055 0
46057 0
46060 0
46061 0
46091 0
46617 0
46620 0
46646 0
52964 0
53537 0
47098 0
47079 0
46643 0
46618 0
46641 0
46642 0
46644 0
46645 0
47097 0
47084 0
47057 0
46583 0
46615 0
46616 0
46619 0
47052 0
47082 0
19389 0
19871 0
19879 0
19880 0
19882 0
19883 0
36752 0
36312 0
36272 0
36270 0
36271 0
36308 0
36311 0
36699 0
36080 0
36081 0
36097 0
36095 0
36096 0
36394 0
36395 0
36426 0
43177 0
43225 0
19881 0
36231 0
53070 0
53124 0
53125 0
53126 0
53127 0
53067 0
36024 0
36026 0
36027 0
36266 0
36269 0
53069 0
53066 0
35964 0
36066 0
36021 0
36025 0
36039 0
36040 0
36043 0
36046 0
36036 0
36058 0
36059 0
36062 0
36064 0
43978 0
36078 0
35961 0
36055 0
36060 3
36077 3
43258 0
43259 0
43260 0
43977 3
43922 3
43222 3
43173 0
36076 0
43178 0
43223 3
43224 0
53122 0
53123 0
53176 0
52487 0
53015 0
53062 0
53065 0
53068 0
52490 0
53017 0
35959 0
35962 0
52437 0
52440 0
53013 0
53014 0
53016 0
52972 0
